Time,Location,MaxTemperature,AvgTemperature,MinTemperature,MaxDewPoint,AvgDewPoint,MinDewPoint,MaxHumidity,AvgHumidity,MinHumidity,MaxWindspeed,AvgWindspeed,MinWindspeed
2021-10-21,HoChiMinh,91,82.1,77,77,75.7,73,100,82.6,59,9,3.9,1
2021-10-22,HoChiMinh,91,81.8,77,79,76.5,75,100,85.0,59,10,3.9,1
2021-10-23,HoChiMinh,93,81.5,75,77,75.5,72,100,84.7,49,12,3.5,0
2021-10-24,HoChiMinh,91,81.1,75,79,76.3,73,100,87.4,55,14,3.3,0
2021-10-25,HoChiMinh,88,81.0,75,79,75.4,72,100,84.7,66,8,3.8,1
2021-10-26,HoChiMinh,90,82.4,77,77,72.2,70,94,72.3,52,10,5.4,1
2021-10-27,HoChiMinh,84,79.8,75,77,74.1,68,94,83.3,65,10,5.3,0
2021-10-28,HoChiMinh,91,83.0,75,77,73.3,72,94,73.7,55,10,5.9,2
2021-10-29,HoChiMinh,95,84.6,79,79,75.8,70,94,76.7,46,10,5.5,0
2021-10-30,HoChiMinh,93,82.9,77,79,75.6,73,100,80.2,52,16,5.7,2
2021-10-31,HoChiMinh,91,82.8,77,79,75.6,73,100,80.5,55,15,4.7,0
2021-11-1,HoChiMinh,93,83.8,77,79,76.2,73,100,79.6,55,12,4.3,0
2021-11-2,HoChiMinh,93,84.5,77,79,73.9,66,100,73.0,41,9,4.1,0
2021-11-3,HoChiMinh,93,85.0,77,77,73.6,68,94,70.7,44,9,3.6,0
2021-11-4,HoChiMinh,93,84.7,77,75,72.5,68,94,68.8,46,12,7.1,2
2021-11-5,HoChiMinh,91,83.7,77,77,74.5,72,100,75.8,52,12,5.3,0
2021-11-6,HoChiMinh,95,84.5,77,77,74.7,72,100,74.0,47,9,4.7,0
2021-11-7,HoChiMinh,93,84.4,77,79,75.9,73,100,77.0,52,9,4.3,1
2021-11-8,HoChiMinh,93,85.7,79,77,74.6,70,94,71.0,49,14,7.2,1
2021-11-9,HoChiMinh,90,82.7,77,79,75.0,72,94,79.5,55,6,2.5,0
2021-11-10,HoChiMinh,91,83.4,77,77,73.7,70,94,74.1,49,9,5.4,0
2021-11-11,HoChiMinh,88,80.4,77,79,74.9,73,100,85.0,62,8,3.6,0
2021-11-12,HoChiMinh,93,82.3,75,79,73.8,0,100,80.1,0,9,3.9,0
2021-11-13,HoChiMinh,91,83.5,77,79,74.9,72,100,77.5,52,14,6.2,0
2021-11-14,HoChiMinh,86,80.3,77,77,75.3,73,100,86.2,66,8,3.5,0
2021-11-15,HoChiMinh,90,82.0,75,77,74.9,73,100,80.9,59,12,4.6,0
2021-11-16,HoChiMinh,90,81.9,77,77,75.0,73,100,80.9,62,9,4.2,0
2021-11-17,HoChiMinh,93,82.2,77,81,76.8,70,100,86.0,49,13,2.4,0
2021-11-18,HoChiMinh,90,81.9,77,79,76.3,73,100,84.5,59,8,2.9,0
2021-11-19,HoChiMinh,91,83.2,77,79,76.1,70,100,80.7,49,9,3.9,0
2021-11-20,HoChiMinh,88,81.0,77,79,77.3,75,100,89.4,66,10,3.1,0
2021-11-21,HoChiMinh,93,83.5,75,79,75.1,70,100,77.9,46,10,3.2,0
2021-11-22,HoChiMinh,90,83.7,79,77,75.9,73,94,78.5,62,16,7.8,1
2021-11-23,HoChiMinh,91,81.5,75,79,75.5,70,100,83.6,49,9,2.1,0
2021-11-24,HoChiMinh,93,83.3,75,77,73.0,68,100,73.8,44,8,2.4,0
2021-11-25,HoChiMinh,90,82.5,77,77,72.1,68,94,71.8,49,9,4.3,0
2021-11-26,HoChiMinh,90,82.0,75,73,69.4,68,83,66.1,52,13,4.8,0
2021-11-27,HoChiMinh,82,78.8,75,73,69.7,66,94,73.8,62,14,7.4,1
2021-11-28,HoChiMinh,90,80.4,75,79,73.4,70,100,80.7,55,8,3.3,0
2021-11-29,HoChiMinh,86,80.3,77,79,76.4,75,100,89.0,74,8,3.7,0
2021-11-30,HoChiMinh,84,79.0,77,77,75.3,73,100,89.3,70,13,5.1,1
2021-12-1,HoChiMinh,88,80.3,75,75,70.7,64,100,75.2,49,12,4.9,0
2021-12-2,HoChiMinh,88,79.2,72,70,65.7,63,83,65.0,43,8,3.7,0
2021-12-3,HoChiMinh,88,79.3,72,68,64.6,61,83,62.5,40,7,4.8,2
2021-12-4,HoChiMinh,84,75.9,70,64,61.3,57,83,61.5,42,8,4.5,1
2021-12-5,HoChiMinh,86,76.9,66,68,64.5,59,88,66.9,48,8,5.0,1
2021-12-6,HoChiMinh,88,80.0,70,75,68.7,64,94,70.3,46,9,4.3,0
2021-12-7,HoChiMinh,88,79.2,72,70,67.4,66,88,68.4,49,7,3.5,0
2021-12-8,HoChiMinh,90,81.2,70,75,67.8,63,94,66.4,40,7,3.0,0
2021-12-9,HoChiMinh,88,81.0,77,75,72.2,66,89,74.8,55,7,3.0,0
2021-12-10,HoChiMinh,91,80.9,72,73,65.0,61,89,60.0,38,9,4.3,0
2021-12-11,HoChiMinh,90,79.8,73,73,68.5,63,94,70.7,40,7,4.3,1
2021-12-12,HoChiMinh,90,81.2,73,75,71.7,68,100,74.4,52,8,3.5,0
2021-12-13,HoChiMinh,91,82.1,73,73,67.3,59,89,63.8,36,10,5.7,1
2021-12-14,HoChiMinh,90,81.6,73,75,68.5,66,84,66.2,46,7,4.5,1
2021-12-15,HoChiMinh,93,83.1,75,75,70.5,66,94,67.5,41,8,4.4,0
2021-12-16,HoChiMinh,90,84.2,79,77,75.1,72,94,75.4,59,6,2.4,0
2021-12-17,HoChiMinh,90,83.0,77,75,73.0,66,94,73.9,46,7,3.2,0
2021-12-18,HoChiMinh,91,81.9,72,73,65.5,59,94,60.2,38,13,6.1,1
2021-12-19,HoChiMinh,88,79.7,75,64,62.9,61,69,56.5,43,14,9.0,5
2021-12-20,HoChiMinh,88,79.8,73,72,67.4,64,83,66.6,49,9,4.8,1
2021-12-21,HoChiMinh,91,81.7,73,75,72.1,68,100,75.3,46,9,4.7,0
2021-12-22,HoChiMinh,88,80.2,77,77,74.2,72,94,83.3,58,9,4.0,0
2021-12-23,HoChiMinh,91,81.7,77,75,72.7,64,94,77.4,43,9,4.0,0
2021-12-24,HoChiMinh,91,78.7,73,77,72.0,66,100,83.0,43,13,3.4,0
2021-12-25,HoChiMinh,93,80.6,73,75,71.4,66,100,76.2,41,9,2.9,0
2021-12-26,HoChiMinh,90,82.3,75,75,72.8,68,94,74.7,49,7,3.6,1
2021-12-27,HoChiMinh,91,81.2,75,77,74.1,68,100,81.6,46,10,3.1,1
2021-12-28,HoChiMinh,88,80.7,73,77,74.5,70,100,83.3,55,9,3.0,0
2021-12-29,HoChiMinh,90,81.4,75,77,72.4,68,100,76.2,49,10,4.4,0
2021-12-30,HoChiMinh,91,82.3,73,68,65.9,64,83,59.5,41,12,7.5,2
2021-12-31,HoChiMinh,91,81.5,73,73,63.7,61,79,55.9,38,9,6.0,1
2022-1-1,HoChiMinh,91,81.5,73,72,64.9,61,74,58.0,38,9,5.0,2
2022-1-2,HoChiMinh,91,81.8,73,75,68.1,59,88,64.8,34,9,3.8,1
2022-1-3,HoChiMinh,90,81.5,75,75,69.0,63,89,68.0,40,8,3.8,1
2022-1-4,HoChiMinh,90,81.0,75,73,72.0,70,94,74.9,52,9,3.8,0
2022-1-5,HoChiMinh,90,81.9,75,73,71.6,70,89,71.6,52,7,3.7,1
2022-1-6,HoChiMinh,88,81.6,75,75,72.7,70,94,75.6,58,6,2.7,0
2022-1-7,HoChiMinh,91,83.1,79,75,71.8,66,89,70.0,49,12,3.6,0
2022-1-8,HoChiMinh,93,82.2,75,73,70.0,66,89,67.7,44,8,4.3,0
2022-1-9,HoChiMinh,91,81.4,73,75,70.0,64,94,70.1,41,12,4.2,0
2022-1-10,HoChiMinh,91,82.4,77,75,71.3,68,94,70.4,46,10,4.2,0
2022-1-11,HoChiMinh,93,82.3,75,72,68.2,57,89,64.4,31,12,5.0,0
2022-1-12,HoChiMinh,90,80.2,70,68,64.7,59,88,61.6,36,9,4.7,1
2022-1-13,HoChiMinh,88,78.9,70,72,66.8,63,100,68.6,43,9,4.0,0
2022-1-14,HoChiMinh,91,80.6,72,70,64.1,55,83,60.2,33,10,4.1,1
2022-1-15,HoChiMinh,93,77.1,0,72,64.8,0,100,67.2,0,9,3.7,0
2022-1-16,HoChiMinh,93,81.8,72,70,65.2,57,94,60.2,30,12,5.7,1
2022-1-17,HoChiMinh,90,81.8,75,72,67.5,64,83,62.8,46,8,3.6,1
2022-1-18,HoChiMinh,91,81.3,73,72,68.7,61,94,67.2,36,12,3.8,0
2022-1-19,HoChiMinh,90,80.9,73,73,68.1,64,100,67.3,43,12,4.7,1
2022-1-20,HoChiMinh,90,80.6,73,73,68.2,63,94,68.3,40,13,4.3,1
2022-1-21,HoChiMinh,93,81.3,72,72,67.6,64,94,65.4,38,14,4.6,1
2022-1-22,HoChiMinh,93,81.3,73,73,68.7,63,89,67.7,38,14,6.3,2
2022-1-23,HoChiMinh,91,82.0,77,73,71.0,66,89,70.7,46,10,6.0,2
2022-1-24,HoChiMinh,93,82.7,77,75,72.0,68,94,72.7,44,12,4.5,1
2022-1-25,HoChiMinh,88,81.8,77,73,72.6,72,89,74.5,58,12,6.3,1
2022-1-26,HoChiMinh,93,81.5,75,77,72.3,66,94,76.1,44,15,5.2,1
2022-1-27,HoChiMinh,95,81.9,73,77,70.5,57,100,73.0,28,13,4.7,1
2022-1-28,HoChiMinh,91,82.2,75,77,71.0,64,100,72.1,41,8,4.3,1
2022-1-29,HoChiMinh,91,82.3,77,75,73.3,66,94,76.7,43,9,5.8,1
2022-1-30,HoChiMinh,90,82.1,79,75,72.6,70,89,73.8,52,16,7.7,3
2022-1-31,HoChiMinh,93,83.3,77,72,68.4,61,83,63.2,34,14,8.6,2
2022-2-1,HoChiMinh,95,84.8,77,72,66.8,61,83,57.0,32,12,8.4,5
2022-2-2,HoChiMinh,95,84.6,75,70,66.8,61,83,57.1,34,13,8.6,2
2022-2-3,HoChiMinh,97,84.3,75,73,69.1,63,89,62.3,32,13,6.7,0
2022-2-4,HoChiMinh,95,83.7,75,73,70.2,63,94,66.1,36,9,4.3,0
2022-2-5,HoChiMinh,95,83.6,73,72,67.3,61,88,60.2,34,12,4.1,0
2022-2-6,HoChiMinh,93,83.5,73,72,65.4,61,78,56.0,34,13,5.0,0
2022-2-7,HoChiMinh,95,84.6,75,72,68.6,64,83,60.2,36,12,5.8,1
2022-2-8,HoChiMinh,93,83.9,81,77,69.5,66,89,62.8,44,13,7.4,3
2022-2-9,HoChiMinh,95,84.3,75,73,68.8,63,89,61.0,34,12,6.0,2
2022-2-10,HoChiMinh,95,85.0,77,72,67.9,61,83,58.2,32,13,6.3,2
2022-2-11,HoChiMinh,93,83.9,77,75,70.0,66,89,64.5,41,13,5.2,1
2022-2-12,HoChiMinh,97,84.8,77,73,67.7,59,89,59.0,28,10,5.8,1
2022-2-13,HoChiMinh,91,84.3,77,72,69.3,66,83,61.6,43,12,6.5,1
2022-2-14,HoChiMinh,95,84.5,79,73,71.0,66,83,65.8,39,12,6.3,2
2022-2-15,HoChiMinh,95,84.2,77,75,70.5,66,94,65.8,41,17,7.7,0
2022-2-16,HoChiMinh,93,84.5,79,73,69.4,64,83,62.0,38,15,8.9,3
2022-2-17,HoChiMinh,93,83.7,79,75,71.4,66,89,68.3,44,15,9.1,5
2022-2-18,HoChiMinh,93,84.3,79,75,71.4,66,89,67.3,44,13,9.0,5
2022-2-19,HoChiMinh,91,83.8,79,75,71.8,68,89,68.7,49,10,6.2,3
2022-2-20,HoChiMinh,91,83.1,79,75,73.4,72,89,74.2,52,13,7.2,3
2022-2-21,HoChiMinh,93,82.0,77,75,72.3,68,89,74.2,44,13,5.3,0
2022-2-22,HoChiMinh,90,79.9,77,75,73.4,70,94,82.3,52,14,4.3,0
2022-2-23,HoChiMinh,93,81.7,75,75,72.3,68,100,76.0,44,9,3.4,0
2022-2-24,HoChiMinh,91,82.0,75,75,66.3,61,94,61.4,40,10,5.9,1
2022-2-25,HoChiMinh,91,81.5,73,64,63.1,61,69,54.1,38,10,6.0,3
2022-2-26,HoChiMinh,95,83.6,73,73,65.3,61,79,56.4,32,10,5.4,2
2022-2-27,HoChiMinh,95,84.3,75,73,68.0,63,89,60.5,34,10,5.7,0
2022-2-28,HoChiMinh,95,84.7,75,73,68.1,61,94,60.5,34,12,6.2,2
2022-3-1,HoChiMinh,93,84.9,79,72,67.5,64,78,56.7,41,14,5.3,1
2022-3-2,HoChiMinh,93,83.5,79,75,69.5,64,84,63.8,44,12,4.5,1
2022-3-3,HoChiMinh,95,84.9,79,75,69.0,63,89,61.7,38,10,5.0,0
2022-3-4,HoChiMinh,95,85.2,77,70,67.5,64,78,56.3,39,13,5.8,0
2022-3-5,HoChiMinh,93,85.1,81,77,70.7,66,89,62.9,43,10,6.5,2
2022-3-6,HoChiMinh,97,85.7,75,73,69.3,63,94,60.9,32,12,7.8,3
2022-3-7,HoChiMinh,95,85.4,79,73,70.3,64,83,61.6,41,14,7.1,2
2022-3-8,HoChiMinh,97,84.8,77,72,67.2,57,83,57.8,28,10,5.3,1
2022-3-9,HoChiMinh,93,83.5,77,75,69.6,66,83,63.7,43,12,6.5,3
2022-3-10,HoChiMinh,88,81.3,75,72,69.2,66,83,67.2,51,10,5.2,0
2022-3-11,HoChiMinh,93,83.7,75,73,68.8,63,94,63.3,36,12,4.7,1
2022-3-12,HoChiMinh,91,82.0,77,79,73.2,68,94,76.7,46,15,4.3,1
2022-3-13,HoChiMinh,95,85.6,77,75,72.0,68,94,66.1,41,13,6.4,0
2022-3-14,HoChiMinh,95,85.1,81,77,72.8,70,89,67.9,44,13,8.5,3
2022-3-15,HoChiMinh,95,85.4,81,75,72.5,68,84,67.4,44,13,8.0,5
2022-3-16,HoChiMinh,91,84.5,79,73,71.3,68,83,66.2,46,13,7.8,3
2022-3-17,HoChiMinh,93,84.7,79,73,71.0,68,83,65.1,44,10,6.9,3
2022-3-18,HoChiMinh,93,85.3,79,77,73.2,68,89,69.1,46,12,6.8,1
2022-3-19,HoChiMinh,97,85.5,77,77,72.4,66,89,67.5,39,13,7.0,1
2022-3-20,HoChiMinh,93,84.4,79,81,74.4,72,100,73.6,49,18,7.0,1
2022-3-21,HoChiMinh,93,85.0,81,77,73.5,68,89,70.5,44,15,8.9,5
2022-3-22,HoChiMinh,91,83.2,79,79,75.7,72,100,79.3,52,13,7.4,1
2022-3-23,HoChiMinh,95,84.7,77,77,74.3,70,94,72.9,46,12,6.1,0
2022-3-24,HoChiMinh,95,86.0,81,77,74.3,70,89,69.8,46,13,8.0,1
2022-3-25,HoChiMinh,95,86.3,81,77,74.6,70,89,70.3,44,15,9.5,5
2022-3-26,HoChiMinh,97,87.1,81,77,73.0,66,89,65.8,37,9,5.3,2
2022-3-27,HoChiMinh,95,86.6,82,79,74.0,68,89,67.0,47,10,6.5,2
2022-3-28,HoChiMinh,97,84.6,75,77,74.0,68,100,73.7,39,24,5.2,1
2022-3-29,HoChiMinh,95,82.7,77,77,75.3,68,100,81.1,41,25,4.6,1
2022-3-30,HoChiMinh,93,84.0,75,75,72.5,68,94,71.0,46,13,6.2,1
2022-3-31,HoChiMinh,91,82.5,77,79,74.8,70,100,78.7,49,15,4.2,0
2022-4-1,HoChiMinh,90,82.3,75,79,75.5,73,100,81.4,59,14,7.9,2
2022-4-2,HoChiMinh,93,84.7,77,77,73.5,68,89,71.2,44,15,8.3,3
2022-4-3,HoChiMinh,95,82.3,75,77,71.2,64,94,72.9,36,13,7.0,3
2022-4-4,HoChiMinh,93,81.5,75,77,70.7,66,94,71.9,41,12,5.7,2
2022-4-5,HoChiMinh,93,81.6,75,77,71.9,68,94,74.3,46,14,4.6,1
2022-4-6,HoChiMinh,93,83.6,77,77,73.6,66,100,74.0,43,12,3.8,0
2022-4-7,HoChiMinh,91,83.9,77,77,71.8,66,89,68.9,43,10,4.6,1
2022-4-8,HoChiMinh,95,84.8,77,77,69.7,59,94,63.3,32,10,5.3,0
2022-4-9,HoChiMinh,93,84.8,79,77,71.1,64,89,66.9,38,10,5.6,1
2022-4-10,HoChiMinh,91,84.4,79,75,72.0,70,83,67.6,49,10,6.2,2
2022-4-11,HoChiMinh,91,84.2,79,77,72.4,68,84,69.3,46,10,7.4,3
2022-4-12,HoChiMinh,91,85.2,79,77,75.2,70,94,73.6,49,12,6.4,2
2022-4-13,HoChiMinh,95,86.0,81,79,73.9,68,89,68.9,41,21,6.6,3
2022-4-14,HoChiMinh,95,85.8,81,81,76.9,68,94,76.1,41,18,6.3,2
2022-4-15,HoChiMinh,93,83.6,75,81,76.8,73,100,80.5,56,15,6.1,2
2022-4-16,HoChiMinh,91,81.6,75,81,77.1,73,100,86.8,59,16,5.9,1
2022-4-17,HoChiMinh,93,84.4,77,77,74.5,68,94,74.1,46,15,7.8,1
2022-4-18,HoChiMinh,91,86.1,81,75,72.2,68,84,63.8,49,13,8.7,6
2022-4-19,HoChiMinh,95,85.9,79,73,71.7,68,83,63.9,44,10,5.1,2
2022-4-20,HoChiMinh,95,85.1,79,75,73.1,66,84,68.4,41,12,5.8,1
2022-4-21,HoChiMinh,95,86.5,79,75,72.2,70,83,63.1,44,13,8.8,3
2022-4-22,HoChiMinh,95,86.8,81,75,72.1,66,79,62.9,39,13,8.6,3
2022-4-23,HoChiMinh,95,86.1,81,77,74.7,72,89,70.3,47,13,8.3,3
2022-4-24,HoChiMinh,95,86.6,81,79,75.8,70,89,71.3,44,13,7.2,3
2022-4-25,HoChiMinh,93,86.7,82,79,76.0,72,89,71.3,52,13,7.6,3
2022-4-26,HoChiMinh,95,87.2,79,81,76.3,72,94,71.4,47,12,5.7,0
2022-4-27,HoChiMinh,97,88.1,81,81,76.6,72,94,70.8,44,13,4.3,0
2022-4-28,HoChiMinh,95,88.1,84,81,76.4,72,89,69.3,47,12,7.9,3
2022-4-29,HoChiMinh,84,80.2,73,79,77.0,73,100,90.1,74,9,4.5,1
2022-4-30,HoChiMinh,88,80.0,75,79,76.8,75,100,90.4,66,9,3.5,0
2022-5-1,HoChiMinh,90,81.5,77,81,78.0,73,100,89.2,62,14,4.2,1
2022-5-2,HoChiMinh,90,82.1,77,81,76.5,73,100,83.9,59,13,5.0,0
2022-5-3,HoChiMinh,93,83.0,77,79,75.8,72,100,81.0,49,14,6.1,1
2022-5-4,HoChiMinh,91,80.9,77,79,76.8,75,100,88.5,59,12,4.8,1
2022-5-5,HoChiMinh,90,82.2,75,79,76.1,75,100,83.0,62,10,5.2,1
2022-5-6,HoChiMinh,95,84.5,77,79,75.6,70,100,76.7,47,14,6.3,1
2022-5-7,HoChiMinh,93,85.9,82,77,73.5,70,84,66.9,46,17,10.3,5
2022-5-8,HoChiMinh,90,84.6,81,79,74.4,72,84,71.7,62,13,8.3,3
2022-5-9,HoChiMinh,95,86.4,81,77,75.2,70,89,70.7,44,15,9.5,2
2022-5-10,HoChiMinh,95,85.5,81,79,75.7,72,89,73.6,47,12,6.5,1
2022-5-11,HoChiMinh,95,86.1,81,79,76.8,70,94,74.7,47,15,5.7,1
2022-5-12,HoChiMinh,93,85.0,75,81,76.5,72,100,77.0,49,25,5.8,1
2022-5-13,HoChiMinh,95,85.4,81,81,77.2,73,100,77.7,49,14,5.5,2
2022-5-14,HoChiMinh,95,87.3,81,81,77.8,73,94,74.2,49,13,6.4,0
2022-5-15,HoChiMinh,97,86.9,82,81,78.6,73,94,76.8,49,15,6.6,2
2022-5-16,HoChiMinh,91,84.1,81,81,77.2,73,94,79.8,66,12,4.9,0
2022-5-17,HoChiMinh,91,83.7,77,79,76.3,72,100,80.0,55,17,5.3,0
2022-5-18,HoChiMinh,86,81.5,79,79,78.0,77,100,89.3,74,7,3.7,2
2022-5-19,HoChiMinh,91,81.8,77,79,77.6,73,100,88.1,59,14,2.8,0
2022-5-20,HoChiMinh,93,85.6,79,81,76.4,72,100,76.1,49,18,5.6,0
2022-5-21,HoChiMinh,91,82.9,77,81,77.1,73,100,83.6,55,18,7.4,1
2022-5-22,HoChiMinh,91,81.4,79,79,76.6,75,94,86.5,62,23,8.0,0
2022-5-23,HoChiMinh,88,81.8,77,79,75.0,72,94,80.6,62,17,9.4,1
2022-5-24,HoChiMinh,93,86.3,81,79,76.3,72,94,73.7,49,15,9.3,5
2022-5-25,HoChiMinh,93,86.5,81,81,77.3,72,100,75.1,49,13,8.4,5
2022-5-26,HoChiMinh,93,83.7,73,79,77.1,73,100,81.7,59,26,7.2,1
2022-5-27,HoChiMinh,93,80.8,75,81,76.4,73,100,87.4,59,23,6.8,0
2022-5-28,HoChiMinh,90,80.8,75,79,75.5,73,100,85.7,59,21,7.0,1
2022-5-29,HoChiMinh,90,81.7,77,79,76.4,75,94,84.5,66,17,7.0,1
2022-5-30,HoChiMinh,91,81.9,77,79,77.3,75,100,87.3,62,21,5.6,0
2022-5-31,HoChiMinh,93,85.6,79,81,77.4,73,94,77.8,52,12,5.0,0
2022-6-1,HoChiMinh,91,84.7,82,81,78.5,75,89,81.2,66,12,5.7,2
2022-6-2,HoChiMinh,90,81.0,73,81,77.2,73,100,88.3,66,14,5.9,2
2022-6-3,HoChiMinh,91,81.2,77,79,76.8,73,100,87.5,63,18,5.0,0
2022-6-4,HoChiMinh,91,82.0,79,81,75.7,72,100,82.1,59,21,5.2,0
2022-6-5,HoChiMinh,91,83.8,77,77,74.4,73,94,74.7,55,10,5.8,1
2022-6-6,HoChiMinh,95,85.3,79,81,77.5,75,94,78.2,56,13,7.7,5
2022-6-7,HoChiMinh,95,86.4,81,79,76.0,72,89,72.3,52,10,5.4,1
2022-6-8,HoChiMinh,95,87.6,81,79,74.8,72,89,67.6,47,8,4.8,0
2022-6-9,HoChiMinh,97,88.1,75,79,74.8,68,89,67.1,44,10,4.7,0
2022-6-10,HoChiMinh,95,85.2,79,82,76.0,72,94,76.1,49,14,4.9,1
2022-6-11,HoChiMinh,95,86.7,81,81,75.9,70,89,71.8,49,12,4.1,0
2022-6-12,HoChiMinh,93,81.5,77,79,74.8,68,94,82.0,55,24,4.5,1
2022-6-13,HoChiMinh,91,83.7,75,82,77.1,75,100,81.3,63,10,4.5,1
2022-6-14,HoChiMinh,93,86.1,79,79,75.7,72,89,72.5,49,12,5.3,1
2022-6-15,HoChiMinh,91,84.3,81,79,76.2,73,89,77.2,55,10,4.7,0
2022-6-16,HoChiMinh,93,85.8,79,79,75.8,72,94,73.5,52,14,3.8,0
2022-6-17,HoChiMinh,91,84.8,79,81,77.5,73,89,78.7,59,9,3.8,0
2022-6-18,HoChiMinh,93,84.2,79,81,76.0,72,89,77.4,59,16,5.2,0
2022-6-19,HoChiMinh,93,82.1,75,81,75.6,70,94,82.3,52,14,4.3,0
2022-6-20,HoChiMinh,93,82.5,77,82,75.8,70,94,81.8,52,13,4.8,1
2022-6-21,HoChiMinh,93,82.8,77,81,75.5,72,94,80.0,52,16,4.9,0
2022-6-22,HoChiMinh,91,81.1,75,81,76.2,70,94,86.2,55,17,3.8,0
2022-6-23,HoChiMinh,91,81.0,77,81,75.2,0,100,86.0,0,17,4.7,1
2022-6-24,HoChiMinh,91,80.7,75,81,77.0,73,100,89.3,66,20,4.4,0
2022-6-25,HoChiMinh,91,83.8,79,81,77.0,73,100,81.2,55,12,3.9,0
2022-6-26,HoChiMinh,93,85.1,81,81,75.9,73,89,75.2,52,13,3.8,0
2022-6-27,HoChiMinh,93,84.3,79,81,77.7,75,94,80.5,59,10,4.0,0
2022-6-28,HoChiMinh,91,82.7,73,81,76.5,70,94,82.3,63,15,5.7,1
2022-6-29,HoChiMinh,93,85.7,81,82,77.0,72,94,76.7,56,18,8.3,5
2022-6-30,HoChiMinh,91,83.3,79,82,77.3,72,94,82.9,63,16,9.8,3
2022-7-1,HoChiMinh,88,81.8,77,79,76.8,73,94,85.3,74,17,8.3,1
2022-7-2,HoChiMinh,86,82.4,81,81,77.0,75,89,84.2,79,18,8.7,2
2022-7-3,HoChiMinh,88,81.7,77,81,77.2,73,89,86.6,79,17,6.5,1
2022-7-4,HoChiMinh,91,83.5,79,81,77.7,73,94,82.8,66,22,7.7,3
2022-7-5,HoChiMinh,90,84.2,79,82,77.8,75,94,81.5,66,14,7.8,3
2022-7-6,HoChiMinh,93,84.5,81,81,78.1,75,94,81.5,59,20,8.2,2
2022-7-7,HoChiMinh,91,84.7,79,82,78.6,75,94,82.3,63,13,7.7,2
2022-7-8,HoChiMinh,90,81.9,77,81,77.7,73,94,87.5,74,18,6.2,1
2022-7-9,HoChiMinh,90,81.4,77,81,77.4,73,100,88.3,66,20,6.7,0
2022-7-10,HoChiMinh,88,79.6,75,79,75.0,73,100,86.7,70,18,9.8,2
2022-7-11,HoChiMinh,88,80.4,77,79,75.7,73,94,86.2,70,17,9.8,3
2022-7-12,HoChiMinh,84,79.9,77,79,77.2,75,100,92.1,79,14,8.1,2
2022-7-13,HoChiMinh,88,80.9,77,81,76.5,75,100,86.9,70,20,10.4,5
2022-7-14,HoChiMinh,90,81.7,77,79,76.3,75,100,84.4,66,16,8.0,2
2022-7-15,HoChiMinh,90,81.4,77,82,77.2,75,94,87.7,79,17,7.1,3
2022-7-16,HoChiMinh,91,83.0,79,81,77.7,75,94,84.7,63,18,7.4,2
2022-7-17,HoChiMinh,91,83.1,79,81,77.6,73,94,84.4,62,17,8.6,5
2022-7-18,HoChiMinh,91,83.9,79,81,77.3,72,94,81.6,63,18,7.0,0
2022-7-19,HoChiMinh,90,81.6,77,81,76.8,72,94,86.3,66,16,6.1,0
2022-7-20,HoChiMinh,86,78.4,77,81,76.0,75,100,92.7,84,14,4.7,0
2022-7-21,HoChiMinh,84,78.3,77,81,76.7,75,100,95.1,89,22,4.2,1
2022-7-22,HoChiMinh,95,83.2,75,82,75.4,70,100,79.6,44,15,4.1,0
2022-7-23,HoChiMinh,91,82.1,77,79,76.2,72,94,83.6,59,16,3.9,0
2022-7-24,HoChiMinh,93,84.1,77,81,76.7,73,100,79.8,52,12,5.1,1
2022-7-25,HoChiMinh,95,85.3,79,81,77.5,75,94,78.0,56,13,5.8,1
2022-7-26,HoChiMinh,90,83.5,77,81,77.5,73,94,82.5,66,13,4.3,0
2022-7-27,HoChiMinh,91,82.9,77,81,76.4,73,94,81.8,62,9,4.0,0
2022-7-28,HoChiMinh,91,82.8,77,81,76.9,73,100,83.4,66,20,4.1,0
2022-7-29,HoChiMinh,95,84.7,77,81,76.8,73,94,78.3,55,12,5.8,0
2022-7-30,HoChiMinh,93,85.0,81,81,78.0,72,94,79.7,59,17,7.5,2
2022-7-31,HoChiMinh,93,84.8,79,82,78.1,73,94,81.3,59,21,7.8,2
2022-8-1,HoChiMinh,91,81.7,77,82,77.8,73,94,88.6,70,15,4.8,0
2022-8-2,HoChiMinh,90,83.1,79,81,77.8,72,100,84.9,62,18,5.3,0
2022-8-3,HoChiMinh,91,83.2,77,82,77.8,73,94,84.6,63,18,5.9,1
2022-8-4,HoChiMinh,88,81.1,77,81,77.7,73,100,89.8,74,10,4.3,0
2022-8-5,HoChiMinh,90,82.2,77,82,77.7,73,100,86.9,70,13,5.7,0
2022-8-6,HoChiMinh,86,80.7,75,81,76.5,73,100,87.5,74,18,7.3,1
2022-8-7,HoChiMinh,86,80.8,77,81,76.2,73,94,86.7,74,16,8.4,3
2022-8-8,HoChiMinh,86,80.0,75,81,75.1,72,94,85.8,79,25,8.1,1
2022-8-9,HoChiMinh,90,81.5,77,79,74.6,70,94,80.8,62,18,9.3,2
2022-8-10,HoChiMinh,90,83.2,79,81,76.0,73,94,79.9,62,21,12.3,1
2022-8-11,HoChiMinh,88,79.5,77,79,73.8,72,89,83.8,70,20,7.9,1
